ds,aclose,close,high,low,open,volume,y,trend,trend_lower,trend_upper,yhat_lower,yhat_upper,seasonal,seasonal_lower,seasonal_upper,seasonalities,seasonalities_lower,seasonalities_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,yhat
2015-12-01,8180,8180,8200,7760,7770,295928,8180.0000000000055,8.817616135133635,8.817616135133635,8.817616135133635,7613.224025534809,8136.170389741286,0.15502846957225025,0.15502846957225025,0.15502846957225025,0.15502846957225025,0.15502846957225025,0.15502846957225025,-0.031979173006845586,-0.031979173006845586,-0.031979173006845586,0.18700764257909586,0.18700764257909586,0.18700764257909586,7884.425246307974
2015-12-02,7900,7900,8260,7900,8220,208479,7899.999999999996,8.818643571452904,8.818643571452904,8.818643571452904,7569.28754175052,8082.843872982278,0.14472738552749187,0.14472738552749187,0.14472738552749187,0.14472738552749187,0.14472738552749187,0.14472738552749187,-0.034353971312145876,-0.034353971312145876,-0.034353971312145876,0.17908135683963775,0.17908135683963775,0.17908135683963775,7811.645850881395
2015-12-03,7740,7740,7850,7650,7830,164412,7739.999999999996,8.819671007772172,8.819671007772172,8.819671007772172,7515.011251467549,8004.602822054096,0.13709288554415436,0.13709288554415436,0.13709288554415436,0.13709288554415436,0.13709288554415436,0.13709288554415436,-0.03359455922841269,-0.03359455922841269,-0.03359455922841269,0.17068744477256703,0.17068744477256703,0.17068744477256703,7760.203936558849
2015-12-04,7570,7570,7710,7560,7610,116154,7570.000000000006,8.82069844409144,8.82069844409144,8.82069844409144,7443.260590602717,7928.261101779836,0.12575910077816374,0.12575910077816374,0.12575910077816374,0.12575910077816374,0.12575910077816374,0.12575910077816374,-0.03621740643326808,-0.03621740643326808,-0.03621740643326808,0.1619765072114318,0.1619765072114318,0.1619765072114318,7680.635306105648
2015-12-07,7650,7650,7700,7440,7620,180896,7650.000000000001,8.823780753049244,8.823780753049244,8.823780753049244,7301.998012645391,7813.624558070098,0.1037399777884725,0.1037399777884725,0.1037399777884725,0.1037399777884725,0.1037399777884725,0.1037399777884725,-0.031701108938237604,-0.031701108938237604,-0.031701108938237604,0.13544108672671012,0.13544108672671012,0.13544108672671012,7536.557040872787
2015-12-08,7500,7500,7780,7410,7640,211408,7500.000000000001,8.824808189368511,8.824808189368511,8.824808189368511,7230.082277145091,7743.255047039583,0.09495777658006466,0.09495777658006466,0.09495777658006466,0.09495777658006466,0.09495777658006466,0.09495777658006466,-0.031979173006926334,-0.031979173006926334,-0.031979173006926334,0.12693694958699098,0.12693694958699098,0.12693694958699098,7478.338838933733
2015-12-09,7440,7440,7680,7420,7470,83539,7439.999999999999,8.825835625687779,8.825835625687779,8.825835625687779,7160.140107002844,7670.555416901176,0.08446415707360773,0.08446415707360773,0.08446415707360773,0.08446415707360773,0.08446415707360773,0.08446415707360773,-0.03435397131215403,-0.03435397131215403,-0.03435397131215403,0.11881812838576175,0.11881812838576175,0.11881812838576175,7407.881520620686
2015-12-10,7400,7400,7540,7230,7470,159248,7400.0,8.826863062007048,8.826863062007048,8.826863062007048,7119.373195643446,7594.258660853578,0.07759972134407726,0.07759972134407726,0.07759972134407726,0.07759972134407726,0.07759972134407726,0.07759972134407726,-0.03359455922840175,-0.03359455922840175,-0.03359455922840175,0.11119428057247902,0.11119428057247902,0.11119428057247902,7364.76767072111
2015-12-11,7200,7200,7410,7170,7400,139114,7199.999999999996,8.833534163605925,8.833534163605925,8.833534163605925,7109.259176993703,7593.498277930057,0.06794176152360322,0.06794176152360322,0.06794176152360322,0.06794176152360322,0.06794176152360322,0.06794176152360322,-0.036217406433099994,-0.036217406433099994,-0.036217406433099994,0.10415916795670319,0.10415916795670319,0.10415916795670319,7342.802972902308
2015-12-14,6910,6910,7160,6900,7160,156674,6909.999999999997,8.853547468402564,8.853547468402564,8.853547468402564,7171.485507197278,7629.9822828303695,0.05555267217888814,0.05555267217888814,0.05555267217888814,0.05555267217888814,0.05555267217888814,0.05555267217888814,-0.03170110893832148,-0.03170110893832148,-0.03170110893832148,0.08725378111720962,0.08725378111720962,0.08725378111720962,7399.000041848004
2015-12-15,7210,7210,7500,6900,6900,125918,7209.999999999997,8.860218570001443,8.860218570001443,8.860218570001443,7179.938305386981,7656.794566095816,0.05116572955238542,0.05116572955238542,0.05116572955238542,0.05116572955238542,0.05116572955238542,0.05116572955238542,-0.03197917300683709,-0.03197917300683709,-0.03197917300683709,0.08314490255922252,0.08314490255922252,0.08314490255922252,7415.919850590265
2015-12-16,7470,7470,7620,7210,7300,154524,7470.000000000002,8.866889671600322,8.866889671600322,8.866889671600322,7167.484042810529,7670.473019651921,0.045459323599428954,0.045459323599428954,0.045459323599428954,0.045459323599428954,0.045459323599428954,0.045459323599428954,-0.034353971312150414,-0.034353971312150414,-0.034353971312150414,0.07981329491157936,0.07981329491157936,0.07981329491157936,7423.077408057814
2015-12-17,7440,7440,7560,7340,7500,133845,7439.999999999999,8.873560773199202,8.873560773199202,8.873560773199202,7224.556497262663,7708.020401760338,0.04364431569393699,0.04364431569393699,0.04364431569393699,0.04364431569393699,0.04364431569393699,0.04364431569393699,-0.033594559228479384,-0.033594559228479384,-0.033594559228479384,0.07723887492241638,0.07723887492241638,0.07723887492241638,7459.21223348368
2015-12-18,7650,7650,7680,7300,7370,159065,7650.000000000001,8.880231874798081,8.880231874798081,8.880231874798081,7244.71066451984,7725.703270139634,0.0391665058287978,0.0391665058287978,0.0391665058287978,0.0391665058287978,0.0391665058287978,0.0391665058287978,-0.036217406433276506,-0.036217406433276506,-0.036217406433276506,0.0753839122620743,0.0753839122620743,0.0753839122620743,7475.590416516677
